% Output generated by QOMET v1.5.0 beta (revision N/A)
% time from_node_id from_node_x from_node_y from_node_z to_node_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
0.000000 1 0.000000 0.000000 0.000000 2 0.000000 10.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.00 11000000.00 6116088.15 0.0000 3.3394 0.1608
0.004000 1 0.000000 0.000000 0.000000 2 0.009200 10.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.00 11000000.00 6116088.13 0.0000 3.3394 0.1608
0.008000 1 0.000000 0.000000 0.000000 2 0.018400 10.000000 0.000000 10.0000 -76.2128 23.7872 0.0003 0.00 11000000.00 6116088.07 0.0000 3.3394 0.1608
0.012000 1 0.000000 0.000000 0.000000 2 0.027600 10.000000 0.000000 10.0000 -76.2128 23.7872 0.0003 0.00 11000000.00 6116087.98 0.0000 3.3394 0.1608
0.016000 1 0.000000 0.000000 0.000000 2 0.036800 10.000000 0.000000 10.0001 -76.2129 23.7871 0.0003 0.00 11000000.00 6116087.84 0.0000 3.3394 0.1608
0.020000 1 0.000000 0.000000 0.000000 2 0.046000 10.000000 0.000000 10.0001 -76.2130 23.7870 0.0003 0.00 11000000.00 6116087.66 0.0000 3.3394 0.1608
0.024000 1 0.000000 0.000000 0.000000 2 0.055200 10.000000 0.000000 10.0002 -76.2131 23.7869 0.0003 0.00 11000000.00 6116087.44 0.0000 3.3394 0.1608
0.028000 1 0.000000 0.000000 0.000000 2 0.064400 10.000000 0.000000 10.0002 -76.2132 23.7868 0.0003 0.00 11000000.00 6116087.19 0.0000 3.3394 0.1608
0.032000 1 0.000000 0.000000 0.000000 2 0.073600 10.000000 0.000000 10.0003 -76.2134 23.7866 0.0003 0.00 11000000.00 6116086.89 0.0000 3.3394 0.1608
0.036000 1 0.000000 0.000000 0.000000 2 0.082800 10.000000 0.000000 10.0003 -76.2136 23.7864 0.0003 0.00 11000000.00 6116086.56 0.0000 3.3394 0.1608
0.040000 1 0.000000 0.000000 0.000000 2 0.092000 10.000000 0.000000 10.0004 -76.2138 23.7862 0.0003 0.00 11000000.00 6116086.19 0.0000 3.3394 0.1608
0.044000 1 0.000000 0.000000 0.000000 2 0.101200 10.000000 0.000000 10.0005 -76.2140 23.7860 0.0003 0.00 11000000.00 6116085.77 0.0000 3.3394 0.1608
0.048000 1 0.000000 0.000000 0.000000 2 0.110400 10.000000 0.000000 10.0006 -76.2142 23.7858 0.0003 0.00 11000000.00 6116085.32 0.0000 3.3394 0.1608
0.052000 1 0.000000 0.000000 0.000000 2 0.119600 10.000000 0.000000 10.0007 -76.2145 23.7855 0.0003 0.00 11000000.00 6116084.83 0.0000 3.3394 0.1608
0.056000 1 0.000000 0.000000 0.000000 2 0.128800 10.000000 0.000000 10.0008 -76.2147 23.7853 0.0003 0.00 11000000.00 6116084.30 0.0000 3.3394 0.1608
0.060000 1 0.000000 0.000000 0.000000 2 0.138000 10.000000 0.000000 10.0010 -76.2150 23.7850 0.0003 0.00 11000000.00 6116083.72 0.0000 3.3394 0.1608
0.064000 1 0.000000 0.000000 0.000000 2 0.147200 10.000000 0.000000 10.0011 -76.2154 23.7846 0.0003 0.00 11000000.00 6116083.11 0.0000 3.3394 0.1608
0.068000 1 0.000000 0.000000 0.000000 2 0.156400 10.000000 0.000000 10.0012 -76.2157 23.7843 0.0003 0.00 11000000.00 6116082.46 0.0000 3.3394 0.1608
0.072000 1 0.000000 0.000000 0.000000 2 0.165600 10.000000 0.000000 10.0014 -76.2161 23.7839 0.0003 0.00 11000000.00 6116081.77 0.0000 3.3394 0.1608
