% Output generated by QOMET v1.5.0 beta (revision N/A)
% time from_node_id from_node_x from_node_y from_node_z to_node_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
0.000000 1 0.000000 0.000000 0.000000 2 0.000000 10.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.00 11000000.00 6116088.15 0.0000 3.3394 0.1608
0.004000 1 0.000000 0.000000 0.000000 2 0.007600 10.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.00 11000000.00 6116088.14 0.0000 3.3394 0.1608
0.008000 1 0.000000 0.000000 0.000000 2 0.015200 10.000000 0.000000 10.0000 -76.2127 23.7873 0.0003 0.00 11000000.00 6116088.10 0.0000 3.3394 0.1608
0.012000 1 0.000000 0.000000 0.000000 2 0.022800 10.000000 0.000000 10.0000 -76.2128 23.7872 0.0003 0.00 11000000.00 6116088.03 0.0000 3.3394 0.1608
0.016000 1 0.000000 0.000000 0.000000 2 0.030400 10.000000 0.000000 10.0000 -76.2128 23.7872 0.0003 0.00 11000000.00 6116087.94 0.0000 3.3394 0.1608
0.020000 1 0.000000 0.000000 0.000000 2 0.038000 10.000000 0.000000 10.0001 -76.2129 23.7871 0.0003 0.00 11000000.00 6116087.82 0.0000 3.3394 0.1608
0.024000 1 0.000000 0.000000 0.000000 2 0.045600 10.000000 0.000000 10.0001 -76.2130 23.7870 0.0003 0.00 11000000.00 6116087.67 0.0000 3.3394 0.1608
0.028000 1 0.000000 0.000000 0.000000 2 0.053200 10.000000 0.000000 10.0001 -76.2131 23.7869 0.0003 0.00 11000000.00 6116087.50 0.0000 3.3394 0.1608
0.032000 1 0.000000 0.000000 0.000000 2 0.060800 10.000000 0.000000 10.0002 -76.2132 23.7868 0.0003 0.00 11000000.00 6116087.29 0.0000 3.3394 0.1608
0.036000 1 0.000000 0.000000 0.000000 2 0.068400 10.000000 0.000000 10.0002 -76.2133 23.7867 0.0003 0.00 11000000.00 6116087.07 0.0000 3.3394 0.1608
0.040000 1 0.000000 0.000000 0.000000 2 0.076000 10.000000 0.000000 10.0003 -76.2134 23.7866 0.0003 0.00 11000000.00 6116086.81 0.0000 3.3394 0.1608
0.044000 1 0.000000 0.000000 0.000000 2 0.083600 10.000000 0.000000 10.0003 -76.2136 23.7864 0.0003 0.00 11000000.00 6116086.53 0.0000 3.3394 0.1608
0.048000 1 0.000000 0.000000 0.000000 2 0.091200 10.000000 0.000000 10.0004 -76.2137 23.7863 0.0003 0.00 11000000.00 6116086.22 0.0000 3.3394 0.1608
0.052000 1 0.000000 0.000000 0.000000 2 0.098800 10.000000 0.000000 10.0005 -76.2139 23.7861 0.0003 0.00 11000000.00 6116085.88 0.0000 3.3394 0.1608
0.056000 1 0.000000 0.000000 0.000000 2 0.106400 10.000000 0.000000 10.0006 -76.2141 23.7859 0.0003 0.00 11000000.00 6116085.52 0.0000 3.3394 0.1608
0.060000 1 0.000000 0.000000 0.000000 2 0.114000 10.000000 0.000000 10.0006 -76.2143 23.7857 0.0003 0.00 11000000.00 6116085.13 0.0000 3.3394 0.1608
0.064000 1 0.000000 0.000000 0.000000 2 0.121600 10.000000 0.000000 10.0007 -76.2145 23.7855 0.0003 0.00 11000000.00 6116084.71 0.0000 3.3394 0.1608
0.068000 1 0.000000 0.000000 0.000000 2 0.129200 10.000000 0.000000 10.0008 -76.2148 23.7852 0.0003 0.00 11000000.00 6116084.27 0.0000 3.3394 0.1608
0.072000 1 0.000000 0.000000 0.000000 2 0.136800 10.000000 0.000000 10.0009 -76.2150 23.7850 0.0003 0.00 11000000.00 6116083.80 0.0000 3.3394 0.1608
0.076000 1 0.000000 0.000000 0.000000 2 0.144400 10.000000 0.000000 10.0010 -76.2153 23.7847 0.0003 0.00 11000000.00 6116083.30 0.0000 3.3394 0.1608
0.080000 1 0.000000 0.000000 0.000000 2 0.152000 10.000000 0.000000 10.0012 -76.2155 23.7845 0.0003 0.00 11000000.00 6116082.78 0.0000 3.3394 0.1608
0.084000 1 0.000000 0.000000 0.000000 2 0.159600 10.000000 0.000000 10.0013 -76.2158 23.7842 0.0003 0.00 11000000.00 6116082.23 0.0000 3.3394 0.1608
0.088000 1 0.000000 0.000000 0.000000 2 0.167200 10.000000 0.000000 10.0014 -76.2161 23.7839 0.0003 0.00 11000000.00 6116081.65 0.0000 3.3394 0.1608
0.092000 1 0.000000 0.000000 0.000000 2 0.174800 10.000000 0.000000 10.0015 -76.2164 23.7836 0.0003 0.00 11000000.00 6116081.04 0.0000 3.3394 0.1608
0.096000 1 0.000000 0.000000 0.000000 2 0.182400 10.000000 0.000000 10.0017 -76.2168 23.7832 0.0003 0.00 11000000.00 6116080.41 0.0000 3.3394 0.1608
0.100000 1 0.000000 0.000000 0.000000 2 0.190000 10.000000 0.000000 10.0018 -76.2171 23.7829 0.0003 0.00 11000000.00 6116079.75 0.0000 3.3394 0.1608
0.104000 1 0.000000 0.000000 0.000000 2 0.197600 10.000000 0.000000 10.0020 -76.2175 23.7825 0.0003 0.00 11000000.00 6116079.06 0.0000 3.3394 0.1608
0.108000 1 0.000000 0.000000 0.000000 2 0.205200 10.000000 0.000000 10.0021 -76.2178 23.7822 0.0003 0.00 11000000.00 6116078.35 0.0000 3.3394 0.1608
0.112000 1 0.000000 0.000000 0.000000 2 0.212800 10.000000 0.000000 10.0023 -76.2182 23.7818 0.0003 0.00 11000000.00 6116077.61 0.0000 3.3394 0.1608
0.116000 1 0.000000 0.000000 0.000000 2 0.220400 10.000000 0.000000 10.0024 -76.2186 23.7814 0.0003 0.00 11000000.00 6116076.84 0.0000 3.3394 0.1608
0.120000 1 0.000000 0.000000 0.000000 2 0.228000 10.000000 0.000000 10.0026 -76.2190 23.7810 0.0003 0.00 11000000.00 6116076.04 0.0000 3.3394 0.1608
0.124000 1 0.000000 0.000000 0.000000 2 0.235600 10.000000 0.000000 10.0028 -76.2195 23.7805 0.0003 0.00 11000000.00 6116075.22 0.0000 3.3394 0.1608
0.128000 1 0.000000 0.000000 0.000000 2 0.243200 10.000000 0.000000 10.0030 -76.2199 23.7801 0.0003 0.00 11000000.00 6116074.37 0.0000 3.3394 0.1608
0.132000 1 0.000000 0.000000 0.000000 2 0.250800 10.000000 0.000000 10.0031 -76.2204 23.7796 0.0003 0.00 11000000.00 6116073.49 0.0000 3.3394 0.1608
0.136000 1 0.000000 0.000000 0.000000 2 0.258400 10.000000 0.000000 10.0033 -76.2208 23.7792 0.0003 0.00 11000000.00 6116072.58 0.0000 3.3394 0.1608
0.140000 1 0.000000 0.000000 0.000000 2 0.266000 10.000000 0.000000 10.0035 -76.2213 23.7787 0.0003 0.00 11000000.00 6116071.65 0.0000 3.3394 0.1608
0.144000 1 0.000000 0.000000 0.000000 2 0.273600 10.000000 0.000000 10.0037 -76.2218 23.7782 0.0003 0.00 11000000.00 6116070.69 0.0000 3.3394 0.1608
0.148000 1 0.000000 0.000000 0.000000 2 0.281200 10.000000 0.000000 10.0040 -76.2223 23.7777 0.0003 0.00 11000000.00 6116069.70 0.0000 3.3394 0.1608
0.152000 1 0.000000 0.000000 0.000000 2 0.288800 10.000000 0.000000 10.0042 -76.2229 23.7771 0.0003 0.00 11000000.00 6116068.69 0.0000 3.3394 0.1608
0.156000 1 0.000000 0.000000 0.000000 2 0.296400 10.000000 0.000000 10.0044 -76.2234 23.7766 0.0003 0.00 11000000.00 6116067.64 0.0000 3.3394 0.1608
0.160000 1 0.000000 0.000000 0.000000 2 0.304000 10.000000 0.000000 10.0046 -76.2240 23.7760 0.0003 0.00 11000000.00 6116066.57 0.0000 3.3394 0.1608
0.164000 1 0.000000 0.000000 0.000000 2 0.311600 10.000000 0.000000 10.0049 -76.2245 23.7755 0.0003 0.00 11000000.00 6116065.47 0.0000 3.3394 0.1608
0.168000 1 0.000000 0.000000 0.000000 2 0.319200 10.000000 0.000000 10.0051 -76.2251 23.7749 0.0003 0.00 11000000.00 6116064.35 0.0000 3.3394 0.1608
0.172000 1 0.000000 0.000000 0.000000 2 0.326800 10.000000 0.000000 10.0053 -76.2257 23.7743 0.0003 0.00 11000000.00 6116063.19 0.0000 3.3394 0.1608
0.176000 1 0.000000 0.000000 0.000000 2 0.334400 10.000000 0.000000 10.0056 -76.2263 23.7737 0.0003 0.00 11000000.00 6116062.01 0.0000 3.3394 0.1608
0.180000 1 0.000000 0.000000 0.000000 2 0.342000 10.000000 0.000000 10.0058 -76.2269 23.7731 0.0003 0.00 11000000.00 6116060.80 0.0000 3.3394 0.1608
0.184000 1 0.000000 0.000000 0.000000 2 0.349600 10.000000 0.000000 10.0061 -76.2276 23.7724 0.0003 0.00 11000000.00 6116059.57 0.0000 3.3394 0.1608
0.188000 1 0.000000 0.000000 0.000000 2 0.357200 10.000000 0.000000 10.0064 -76.2282 23.7718 0.0003 0.00 11000000.00 6116058.30 0.0000 3.3394 0.1608
0.192000 1 0.000000 0.000000 0.000000 2 0.364800 10.000000 0.000000 10.0067 -76.2289 23.7711 0.0003 0.00 11000000.00 6116057.01 0.0000 3.3394 0.1608
0.196000 1 0.000000 0.000000 0.000000 2 0.372400 10.000000 0.000000 10.0069 -76.2296 23.7704 0.0003 0.00 11000000.00 6116055.68 0.0000 3.3394 0.1608
0.200000 1 0.000000 0.000000 0.000000 2 0.380000 10.000000 0.000000 10.0072 -76.2303 23.7697 0.0003 0.00 11000000.00 6116054.34 0.0000 3.3394 0.1608
0.204000 1 0.000000 0.000000 0.000000 2 0.387600 10.000000 0.000000 10.0075 -76.2310 23.7690 0.0003 0.00 11000000.00 6116052.96 0.0000 3.3394 0.1608
0.208000 1 0.000000 0.000000 0.000000 2 0.395200 10.000000 0.000000 10.0078 -76.2317 23.7683 0.0003 0.00 11000000.00 6116051.55 0.0000 3.3394 0.1608
0.212000 1 0.000000 0.000000 0.000000 2 0.402800 10.000000 0.000000 10.0081 -76.2324 23.7676 0.0003 0.00 11000000.00 6116050.12 0.0000 3.3394 0.1608
0.216000 1 0.000000 0.000000 0.000000 2 0.410400 10.000000 0.000000 10.0084 -76.2332 23.7668 0.0003 0.00 11000000.00 6116048.65 0.0000 3.3394 0.1608
0.220000 1 0.000000 0.000000 0.000000 2 0.418000 10.000000 0.000000 10.0087 -76.2339 23.7661 0.0003 0.00 11000000.00 6116047.16 0.0000 3.3394 0.1608
0.224000 1 0.000000 0.000000 0.000000 2 0.425600 10.000000 0.000000 10.0091 -76.2347 23.7653 0.0003 0.00 11000000.00 6116045.64 0.0000 3.3394 0.1608
0.228000 1 0.000000 0.000000 0.000000 2 0.433200 10.000000 0.000000 10.0094 -76.2355 23.7645 0.0003 0.00 11000000.00 6116044.10 0.0000 3.3394 0.1608
