% Output generated by QOMET v2.1.0 - deltaQ (revision 146)
% time from_id from_node_x from_node_y from_node_z to_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
15.00 0 0.000000 0.000000 0.000000 1 20.700000 10.000000 0.000000 22.9889 -96.4496 3.5504 0.9267 4.6351 1000000.00 197283.94 0.5868 43.5239 22.9436
15.10 0 0.000000 0.000000 0.000000 1 20.750000 10.000000 0.000000 23.0339 -96.4972 3.5028 0.9718 5.4357 1000000.00 185745.47 0.8188 46.1034 23.8445
15.20 0 0.000000 0.000000 0.000000 1 20.650000 10.000000 0.000000 22.9439 -96.4019 3.5981 0.8835 3.9775 1000000.00 209959.55 0.4203 41.0170 22.2300
15.30 0 0.000000 0.000000 0.000000 1 20.550000 10.000000 0.000000 22.8539 -96.3064 3.6936 0.8030 2.9837 1000000.00 238729.04 0.2153 36.3151 20.5092
15.40 0 0.000000 0.000000 0.000000 1 20.450000 10.000000 0.000000 22.7641 -96.2105 3.7895 0.7296 2.2916 1000000.00 271791.59 0.1101 32.1407 18.0413
15.50 0 0.000000 0.000000 0.000000 1 20.350000 10.000000 0.000000 22.6743 -96.1144 3.8856 0.6628 1.7988 1000000.00 308432.47 0.0562 28.5601 16.0395
15.60 0 0.000000 0.000000 0.000000 1 20.250000 10.000000 0.000000 22.5846 -96.0180 3.9820 0.6019 1.4398 1000000.00 347560.47 0.0286 25.5700 14.0897
15.70 0 0.000000 0.000000 0.000000 1 20.150000 10.000000 0.000000 22.4949 -95.9213 4.0787 0.5464 1.1725 1000000.00 387886.04 0.0145 23.1196 12.0960
15.80 0 0.000000 0.000000 0.000000 1 20.050000 10.000000 0.000000 22.4054 -95.8243 4.1757 0.4959 0.9690 1000000.00 428137.52 0.0074 21.1340 10.2142
15.90 0 0.000000 0.000000 0.000000 1 19.950000 10.000000 0.000000 22.3160 -95.7270 4.2730 0.4499 0.8111 1000000.00 467239.77 0.0037 19.5328 9.1996
16.00 0 0.000000 0.000000 0.000000 1 19.850000 10.000000 0.000000 22.2266 -95.6295 4.3705 0.4081 0.6863 1000000.00 504409.11 0.0019 18.2408 8.3484
16.10 0 0.000000 0.000000 0.000000 1 19.750000 10.000000 0.000000 22.1374 -95.5316 4.4684 0.3700 0.5859 1000000.00 539163.46 0.0010 17.1939 7.5565
16.20 0 0.000000 0.000000 0.000000 1 19.650000 10.000000 0.000000 22.0482 -95.4334 4.5666 0.3354 0.5040 1000000.00 571276.21 0.0005 16.3398 6.8320
16.30 0 0.000000 0.000000 0.000000 1 19.550000 10.000000 0.000000 21.9591 -95.3350 4.6650 0.3040 0.4364 1000000.00 600707.73 0.0002 15.6372 6.1754
16.40 0 0.000000 0.000000 0.000000 1 19.450000 10.000000 0.000000 21.8701 -95.2362 4.7638 0.2754 0.3799 1000000.00 627539.06 0.0001 15.0542 5.5832
16.50 0 0.000000 0.000000 0.000000 1 19.350000 10.000000 0.000000 21.7812 -95.1372 4.8628 0.2494 0.3323 1000000.00 651919.45 0.0001 14.5660 5.0501
16.60 0 0.000000 0.000000 0.000000 1 19.250000 10.000000 0.000000 21.6925 -95.0378 4.9622 0.2258 0.2917 1000000.00 674029.81 0.0000 14.1538 4.5704
16.70 0 0.000000 0.000000 0.000000 1 19.150000 10.000000 0.000000 21.6038 -94.9382 5.0618 0.2044 0.2569 1000000.00 694059.91 0.0000 13.8030 4.1387
16.80 0 0.000000 0.000000 0.000000 1 19.050000 10.000000 0.000000 21.5152 -94.8383 5.1617 0.1850 0.2270 1000000.00 712195.31 0.0000 13.5025 3.7498
16.90 0 0.000000 0.000000 0.000000 1 18.950000 10.000000 0.000000 21.4267 -94.7380 5.2620 0.1673 0.2010 1000000.00 728610.85 0.0000 13.2433 3.3994
17.00 0 0.000000 0.000000 0.000000 1 18.850000 10.000000 0.000000 21.3383 -94.6375 5.3625 0.1513 0.1783 1000000.00 743467.82 0.0000 13.0186 3.0834
17.10 0 0.000000 0.000000 0.000000 1 18.750000 10.000000 0.000000 21.2500 -94.5366 5.4634 0.1368 0.1585 1000000.00 756913.38 0.0000 12.8229 2.7983
17.20 0 0.000000 0.000000 0.000000 1 18.650000 10.000000 0.000000 21.1618 -94.4355 5.5645 0.1237 0.1411 1000000.00 769081.03 0.0000 12.6517 2.5408
17.30 0 0.000000 0.000000 0.000000 1 18.550000 10.000000 0.000000 21.0737 -94.3341 5.6659 0.1117 0.1258 1000000.00 780091.55 0.0000 12.5013 2.3083
17.40 0 0.000000 0.000000 0.000000 1 18.450000 10.000000 0.000000 20.9858 -94.2323 5.7677 0.1009 0.1123 1000000.00 790054.14 0.0000 12.3689 2.0983
17.50 0 0.000000 0.000000 0.000000 1 18.350000 10.000000 0.000000 20.8979 -94.1303 5.8697 0.0911 0.1003 1000000.00 799067.52 0.0000 12.2519 1.9085
17.60 0 0.000000 0.000000 0.000000 1 18.250000 10.000000 0.000000 20.8102 -94.0280 5.9720 0.0823 0.0896 1000000.00 807220.99 0.0000 12.1484 1.7371
17.70 0 0.000000 0.000000 0.000000 1 18.150000 10.000000 0.000000 20.7225 -93.9253 6.0747 0.0742 0.0802 1000000.00 814595.36 0.0000 12.0565 1.5822
17.80 0 0.000000 0.000000 0.000000 1 18.050000 10.000000 0.000000 20.6350 -93.8224 6.1776 0.0670 0.0718 1000000.00 821263.85 0.0000 11.9749 1.4422
17.90 0 0.000000 0.000000 0.000000 1 17.950000 10.000000 0.000000 20.5476 -93.7191 6.2809 0.0604 0.0643 1000000.00 827292.77 0.0000 11.9022 1.3158
18.00 0 0.000000 0.000000 0.000000 1 17.850000 10.000000 0.000000 20.4603 -93.6156 6.3844 0.1481 0.1738 2000000.00 1426328.21 0.0000 7.7434 1.6995
18.10 0 0.000000 0.000000 0.000000 1 17.750000 10.000000 0.000000 20.3731 -93.5117 6.4883 0.1335 0.1540 2000000.00 1453433.30 0.0000 7.6363 1.5430
18.20 0 0.000000 0.000000 0.000000 1 18.000000 10.000000 0.000000 20.5913 -93.7708 6.2292 0.1729 0.2091 2000000.00 1379962.19 0.0000 7.9364 1.9691
18.30 0 0.000000 0.000000 0.000000 1 18.250000 10.000000 0.000000 20.8102 -94.0280 5.9720 0.2236 0.2880 2000000.00 1284457.71 0.0000 8.3778 2.5338
18.40 0 0.000000 0.000000 0.000000 1 18.500000 10.000000 0.000000 21.0297 -94.2832 5.7168 0.2887 0.4056 2000000.00 1160447.88 0.0002 9.0593 3.2917
18.50 0 0.000000 0.000000 0.000000 1 18.750000 10.000000 0.000000 21.2500 -94.5366 5.4634 0.3719 0.5906 2000000.00 1001595.70 0.0010 10.1789 4.3166
18.60 0 0.000000 0.000000 0.000000 1 19.000000 10.000000 0.000000 21.4709 -94.7882 5.2118 0.4783 0.9058 2000000.00 808163.96 0.0057 12.1366 5.7397
18.70 0 0.000000 0.000000 0.000000 1 19.250000 10.000000 0.000000 21.6925 -95.0378 4.9622 0.6139 1.5050 2000000.00 599857.58 0.0329 15.6566 8.9203
18.80 0 0.000000 0.000000 0.000000 1 19.500000 10.000000 0.000000 21.9146 -95.2856 4.7144 0.7866 2.8124 2000000.00 417416.01 0.1862 21.6255 13.0443
18.90 0 0.000000 0.000000 0.000000 1 19.750000 10.000000 0.000000 22.1374 -95.5316 4.4684 0.3700 0.5859 1000000.00 539163.46 0.0010 17.1939 7.5565
19.00 0 0.000000 0.000000 0.000000 1 20.000000 10.000000 0.000000 22.3607 -95.7757 4.2243 0.4724 0.8853 1000000.00 447888.59 0.0052 20.2903 9.6413
19.10 0 0.000000 0.000000 0.000000 1 20.250000 10.000000 0.000000 22.5846 -96.0180 3.9820 0.6019 1.4398 1000000.00 347560.47 0.0286 25.5700 14.0897
19.20 0 0.000000 0.000000 0.000000 1 20.500000 10.000000 0.000000 22.8090 -96.2585 3.7415 0.7655 2.6074 1000000.00 254758.04 0.1540 34.1560 19.3430
19.30 0 0.000000 0.000000 0.000000 1 20.750000 10.000000 0.000000 23.0339 -96.4972 3.5028 0.9718 5.4357 1000000.00 185745.47 0.8188 46.1034 23.8445
19.40 0 0.000000 0.000000 0.000000 1 21.000000 10.000000 0.000000 23.2594 -96.7341 3.2659 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
19.50 0 0.000000 0.000000 0.000000 1 21.250000 10.000000 0.000000 23.4854 -96.9692 3.0308 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
19.60 0 0.000000 0.000000 0.000000 1 21.500000 10.000000 0.000000 23.7118 -97.2026 2.7974 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
19.70 0 0.000000 0.000000 0.000000 1 21.750000 10.000000 0.000000 23.9387 -97.4342 2.5658 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
19.80 0 0.000000 0.000000 0.000000 1 22.000000 10.000000 0.000000 24.1661 -97.6641 2.3359 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
19.90 0 0.000000 0.000000 0.000000 1 22.250000 10.000000 0.000000 24.3939 -97.8923 2.1077 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
20.00 0 0.000000 0.000000 0.000000 1 22.500000 10.000000 0.000000 24.6221 -98.1188 1.8812 1.0000 6.0000 1000000.00 179347.96 1.0000 47.6766 24.2418
