% Output generated by QOMET v2.1.0 beta - deltaQ (revision 92)
% time from_id from_node_x from_node_y from_node_z to_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
10.50 1 5.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.2944 -79.1730 20.8270 0.0000 0.0000 11000000.00 6192776.66 0.0000 1.3590 0.1600
11.00 0 0.000000 0.000000 0.000000 1 5.500000 10.000000 0.000000 11.4127 -79.4265 20.5735 0.0000 0.0000 11000000.00 6192773.16 0.0000 1.3590 0.1600
11.00 1 5.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.4127 -79.4265 20.5735 0.0000 0.0000 11000000.00 6192773.16 0.0000 1.3590 0.1600
11.50 0 0.000000 0.000000 0.000000 1 5.750000 10.000000 0.000000 11.5353 -79.6863 20.3137 0.0000 0.0000 11000000.00 6192768.51 0.0000 1.3590 0.1600
11.50 1 5.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.5353 -79.6863 20.3137 0.0000 0.0000 11000000.00 6192768.51 0.0000 1.3590 0.1600
12.00 0 0.000000 0.000000 0.000000 1 6.000000 10.000000 0.000000 11.6619 -79.9518 20.0482 0.0000 0.0000 11000000.00 6192762.33 0.0000 1.3590 0.1600
12.00 1 6.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.6619 -79.9518 20.0482 0.0000 0.0000 11000000.00 6192762.33 0.0000 1.3590 0.1600
12.50 0 0.000000 0.000000 0.000000 1 6.250000 10.000000 0.000000 11.7925 -80.2226 19.7774 0.0000 0.0000 11000000.00 6192754.10 0.0000 1.3590 0.1600
12.50 1 6.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.7925 -80.2226 19.7774 0.0000 0.0000 11000000.00 6192754.10 0.0000 1.3590 0.1600
13.00 0 0.000000 0.000000 0.000000 1 6.500000 10.000000 0.000000 11.9269 -80.4982 19.5018 0.0000 0.0000 11000000.00 6192743.08 0.0000 1.3590 0.1600
13.00 1 6.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 11.9269 -80.4982 19.5018 0.0000 0.0000 11000000.00 6192743.08 0.0000 1.3590 0.1600
13.50 0 0.000000 0.000000 0.000000 1 6.750000 10.000000 0.000000 12.0649 -80.7781 19.2219 0.0000 0.0000 11000000.00 6192728.31 0.0000 1.3590 0.1600
